,"US1YT=RR,Bid Yield, ","US1YT=RR,Volatility,1 个月","US1YT=RR,Volatility,2 个月","US1YT=RR,Volatility,3 个月","US1YT=RR,Volatility,6 个月","US1YT=RR,Volatility,1 年","US1YT=RR,Volatility,23 天数"
2019/10/9,1.6102,32.4936222072785,35.0468307597589,34.0607404917699,29.1512735012325,21.8580501229689,32.4936222072785
2019/10/8,1.601,32.3367889378802,35.2710268815206,34.6314818469909,29.1541889731697,21.8473487597642,32.3367889378802
2019/10/7,1.653,32.5091649570875,35.4078174689294,34.2879435799643,28.872290625975,21.6437629552985,32.5091649570875
2019/10/4,1.601,30.9890395948422,34.6333498110932,33.564530372538,28.4636157370238,21.3872250257989,30.9890395948422
2019/10/3,1.606,31.4238681925123,35.6203421050209,34.4766236004204,28.463951315849,21.3888684749971,31.4238681925123
2019/10/2,1.677,28.4659711691132,34.27925997802,33.4985691914766,27.9268935710503,20.997363831507,28.4659711691132
2019/10/1,1.737,26.2924379797196,36.3255258800168,32.9008531431699,27.559678449756,20.7360833114241,26.2924379797196
2019/9/30,1.768,25.7285900519856,36.2993051372749,32.8218302860293,27.4784320081252,20.6809133978695,25.7285900519856
2019/9/27,1.76,25.7013981871137,36.2565610192684,32.8418890880676,27.5031755466324,20.6752636922876,25.7013981871137
2019/9/26,1.781,25.807114838987,36.1874541963963,32.8402814053391,27.4735925136927,20.6791601295932,25.807114838987
2019/9/25,1.82,27.5935021837092,35.8960842691805,32.766670360799,27.3723796206906,20.587828889905,27.5935021837092
2019/9/24,1.794,27.4568112449327,35.7549291682992,32.6577079507881,27.2898197117968,20.5302099760001,27.4568112449327
2019/9/23,1.813,28.0848819773112,35.6970325084465,32.6346383494471,27.2814977122686,20.5680031201284,28.0848819773112
2019/9/20,1.852,27.0675202444223,35.5307004992237,32.5852932438993,27.1890363507797,20.4722966730818,27.0675202444223
2019/9/19,1.878,27.5645584525508,35.4198757919303,33.2584602453139,27.1438267086139,20.4330308292267,27.5645584525508
2019/9/18,1.855,27.9505358482292,35.5156322600196,34.5048180526484,27.0668249187846,20.418080215183,27.9505358482292
2019/9/17,1.871,30.7863977786977,35.7826076625318,34.6654828824927,27.0539785576496,20.4068480966801,30.7863977786977
2019/9/16,1.868,34.6518997958211,36.166484777702,34.7750895283564,27.0503419944051,20.4079760816742,34.6518997958211
2019/9/13,1.871,38.7883991812143,36.3394793185862,34.8226068909809,27.0501973532279,20.4101753856046,38.7883991812143
2019/9/12,1.821,38.0746703869144,35.6683343204202,34.4507831632807,26.7312780011182,20.2264690171001,38.0746703869144
2019/9/11,1.79,37.6475949502835,35.3594669893732,34.2935810421095,26.5991567817993,20.155672461623,37.6475949502835
2019/9/10,1.814,37.7016476369514,35.4198243337555,34.3992472117869,26.5574940723125,20.1223932150878,37.7016476369514
2019/9/9,1.76,38.0938153043881,35.4675336844739,33.8770066962315,26.1536237526901,19.8840574844654,38.0938153043881
2019/9/6,1.747,38.3496134641912,35.5661900078703,33.9645401703046,26.1137489956466,19.8666895055417,38.3496134641912
2019/9/5,1.752,40.1446205630021,35.5715345963162,33.9694483678176,26.1226747625819,19.8711475098645,40.1446205630021
2019/9/4,1.703,38.7222176975792,36.0383506312858,33.9929175737377,25.7506452584094,19.6568534122073,38.7222176975792
2019/9/3,1.739,42.8416640308397,35.7584341006833,33.8126396335807,25.6512617899164,19.5642874418084,42.8416640308397
2019/8/30,1.773,42.9327329543421,35.5990353938863,34.2996353297812,25.5470526017317,19.4854897878163,42.9327329543421
2019/8/29,1.766,42.8414528696994,35.6876105734717,34.99437623185,25.5449497591462,19.5247911880619,42.8414528696994
2019/8/28,1.75,42.5705978001174,35.6260033333173,34.9162473429694,25.4941550229256,19.5009649835655,42.5705978001174
2019/8/27,1.763,42.6503607937325,35.6771056863046,34.9107138658344,25.5041895426248,19.4965177530004,42.6503607937325
