,"US1MT=RR,Bid Yield, ","US1MT=RR,Volatility,1 个月","US1MT=RR,Volatility,2 个月","US1MT=RR,Volatility,3 个月","US1MT=RR,Volatility,6 个月","US1MT=RR,Volatility,1 年","US1MT=RR,Volatility,23 天数"
2019/2/27,2.422,13.5915707704667,18.9388263288414,21.6851479449826,18.8610015006129,24.1296524291091,13.5915707704667
2019/2/26,2.428,15.3068316631262,18.9469277216521,22.0638506446651,18.8696977121093,24.1325802226083,15.3068316631262
2019/2/25,2.43,15.5686734963313,18.9512012465278,22.1102849081551,18.8840501201468,24.3021906201627,15.5686734963313
2019/2/22,2.425,15.6510488300382,19.7717466187554,22.1180112189575,18.8920685235949,24.4552560618528,15.6510488300382
2019/2/21,2.384,14.5972044636882,19.4646801380314,21.921213457754,18.8082879856349,24.417203309805,14.5972044636882
2019/2/20,2.402,14.4424929684363,19.5033563545159,22.1302467464695,18.7698217454927,24.3997028852474,14.4424929684363
2019/2/19,2.405,14.505539007972,19.5693485072361,22.1568729368247,18.7653203278127,24.4096202982889,14.505539007972
2019/2/15,2.425,14.244554286406,21.7216228578739,22.1074456343455,18.7779191814193,24.758006511067,14.244554286406
2019/2/14,2.422,14.2481914175116,21.729109458964,22.1204096750558,18.8215330744036,29.4900626039405,14.2481914175116
2019/2/13,2.417,14.5205165245687,21.7289429842362,22.2025082522842,18.8215599723366,29.5289548442266,14.5205165245687
2019/2/12,2.417,14.5204110324307,22.2230024780129,22.241701141633,18.821402615233,29.5833619498853,14.5204110324307
2019/2/11,2.433,14.3785391734943,22.2692306926217,22.2760901580012,18.7859582433243,29.5846132968863,14.3785391734943
2019/2/8,2.428,14.4530634679111,22.4702385762942,22.3284236504133,19.209740777411,29.7504871515513,14.4530634679111
2019/2/7,2.387,13.2469758686734,22.3035356094952,22.1929251462941,19.2388177671779,29.7185558187977,13.2469758686734
2019/2/6,2.394,15.7659201943905,22.7079210255466,22.1924042903386,19.229068988419,29.7176779008682,15.7659201943905
2019/2/5,2.387,16.9353091368722,22.8249815117864,22.3371322954885,19.2389326841597,29.7596877195122,16.9353091368722
2019/2/4,2.402,17.7328894262015,22.7690523252132,22.3164432220057,19.2156156845794,29.7842058311726,17.7328894262015
2019/2/1,2.41,17.8991679208395,22.7451149022831,22.3024425204553,19.2122217024309,29.8731726956913,17.8991679208395
2019/1/31,2.397,21.5299879382865,25.2773424132992,22.474580870765,19.2281443222965,29.8763723225314,21.5299879382865
2019/1/30,2.387,24.1450565733822,25.2818725048218,22.547250289532,19.2257445082221,29.8773060545139,24.1450565733822
2019/1/29,2.382,24.130560450381,25.4991533534988,22.8276850065187,19.3287452902242,29.8807657794695,24.130560450381
2019/1/28,2.39,24.130084763516,25.5139945957009,22.8143546850212,19.5104059014757,29.8778807241923,24.130084763516
2019/1/25,2.384,24.1243154710098,25.9971476485979,22.8454457483253,19.594410241658,29.8825768594439,24.1243154710098
2019/1/24,2.318,23.5460372778572,25.2480999163858,22.2354781877665,19.2420111948067,29.774782274138,23.5460372778572
2019/1/23,2.364,22.7969021208654,24.7193524700982,21.8529027913136,19.0149411947414,29.7590628967163,22.7969021208654
2019/1/22,2.382,22.8577660293786,24.647722228727,22.0033289574182,18.9696349170667,29.7691405155068,22.8577660293786
2019/1/18,2.392,22.9198617276588,24.9990088749415,21.9733011910734,18.9700214931443,29.8702680475632,22.9198617276588
2019/1/17,2.387,26.4868315475434,25.0351427868214,22.0260712698014,18.970020591389,30.1846183310206,26.4868315475434
2019/1/16,2.397,26.4197636750188,25.0313516045672,21.9941956311845,18.9511077259986,30.2373525695274,26.4197636750188
2019/1/15,2.407,26.3325115460176,25.0074452205,22.3529157007384,18.9818541309268,30.9297981151742,26.3325115460176
2019/1/14,2.412,27.1492012373675,25.1109209008496,22.3459862687868,19.061902559367,30.9273219319263,27.1492012373675
2019/1/11,2.415,27.3509989459816,25.1423550698301,22.3400048164424,19.209648088127,30.9299862128386,27.3509989459816
2019/1/10,2.394,27.5344200011921,25.203264861247,22.2964679552967,19.6116156572333,30.9574075830661,27.5344200011921
2019/1/9,2.392,27.840751170943,25.2794025033136,22.2962299162155,19.8412733200541,31.108817814436,27.840751170943
2019/1/8,2.4,28.3800334487756,25.3689085762235,22.283310193986,21.344450136433,31.3335559368214,28.3800334487756
2019/1/7,2.41,28.5344024805518,25.3365209532793,22.2740971185129,21.3271699324037,31.3264558911802,28.5344024805518
2019/1/4,2.412,28.5256048420855,25.4908830361487,22.2732507286255,21.4477368213629,31.3707532822327,28.5256048420855
2019/1/3,2.351,27.3429350786628,24.8919466924139,21.7623035234505,21.2249856598894,31.2888810295416,27.3429350786628
2019/1/2,2.394,30.4112242814716,24.4020037031278,21.4338084204087,21.0744242824066,31.3154412380002,30.4112242814716
2018/12/31,2.435,29.607176469359,24.2258503495287,21.7162782966371,21.2614269349509,31.2906164463499,29.607176469359
2018/12/28,2.417,30.0693573084267,24.328233045661,21.694802470631,21.3633339964148,31.3286732309314,30.0693573084267
2018/12/27,2.331,27.9673014125331,23.2183043207641,20.6430311091638,20.8163332783757,31.3323838476765,27.9673014125331
2018/12/26,2.407,26.1220682773669,21.6766422003199,19.4631523531733,20.2940830400394,31.2165362186218,26.1220682773669
2018/12/24,2.407,26.3065600254106,21.7358142718633,19.681926772914,20.2953707642698,31.355469949858,26.3065600254106
2018/12/21,2.415,26.1841959818417,21.766373122523,19.9549119066321,20.2926191111956,31.3698555636875,26.1841959818417
2018/12/20,2.41,26.3096173069608,21.7841179003782,19.9544175173773,20.3215366872073,31.3749809101236,26.3096173069608
2018/12/19,2.354,26.2442724527344,21.4565570492647,19.5415949883799,20.1715463381809,31.3276398124683,26.2442724527344
2018/12/18,2.333,26.200152738045,21.3880116378951,19.5046601034713,20.1673622454046,31.3449023198761,26.200152738045
2018/12/17,2.354,25.959740335473,21.2901137504767,19.3763903541798,20.1606116584555,31.3445256203295,25.959740335473
2018/12/14,2.369,25.8258465449065,21.1851715448925,19.5360697942738,20.3023026676265,31.4848353671419,25.8258465449065
2018/12/13,2.275,22.5976640464458,19.6211997048837,18.0110312416687,19.5810793236475,31.5976432356058,22.5976640464458
2018/12/12,2.277,22.7050463399004,19.6287549438519,18.0784180234681,19.7504226978764,31.7280363307944,22.7050463399004
2018/12/11,2.275,22.9626117166429,19.6347389397144,18.1072187497628,20.0325341801915,31.7280050594183,22.9626117166429
2018/12/10,2.316,22.1081627538045,19.0551438368123,17.9021736943708,19.8567550361415,31.7058904785072,22.1081627538045
2018/12/7,2.336,22.0853017140018,18.8837383588089,18.6459844060511,19.8118496569208,32.7079772571254,22.0853017140018
2018/12/6,2.305,21.7927139772503,18.6895769609276,18.5266626037058,19.7971644175794,32.6920971454927,21.7927139772503
2018/12/4,2.33,21.6649989627569,18.4684977163181,18.6084516039602,19.7593668953878,32.6726589740005,21.6649989627569
2018/12/3,2.287,21.1326839233651,18.02675811325,18.3303524708866,20.1847811250537,32.6589441947114,21.1326839233651
2018/11/30,2.307,20.8008672320388,17.8359248356197,18.2261113119813,20.1309869842957,32.6436537923504,20.8008672320388
2018/11/29,2.298,21.4299013709726,17.9061947467573,18.2572422058425,20.4373926590878,32.6619251096627,21.4299013709726
2018/11/28,2.298,21.6901145712892,18.9995153779721,18.2513734754386,20.5491297549647,32.6668664651406,21.6901145712892
